action,riderNumAfter,floorIndex,direction,time
2,0,16,1,2661.1010620683423
1,1,7,-1,2662.2069763867835
1,0,7,1,2662.2069763867835
1,5,4,1,2664.914592359722
2,0,17,1,2672.1010620683423
2,0,3,-1,2672.914592359722
1,0,10,-1,2676.2677639261165
1,1,10,1,2676.2677639261165
1,1,7,-1,2676.811395147435
1,1,7,1,2676.811395147435
1,0,3,-1,2676.8968297300316
1,1,3,1,2676.8968297300316
2,0,4,1,2683.914592359722
2,0,1,-1,2684.914592359722
1,7,16,-1,2685.742361328341
1,0,16,1,2685.742361328341
2,0,6,1,2694.914592359722
2,0,3,1,2696.914592359722
2,0,7,1,2703.914592359722
1,1,4,1,2704.914592359722
1,1,10,-1,2707.9046492619846
1,1,10,1,2707.9046492619846
1,0,8,-1,2710.2795096513332
1,1,8,1,2710.2795096513332
1,7,8,1,2711.914592359722
1,0,11,-1,2714.180607649854
1,1,11,1,2714.180607649854
1,7,16,-1,2715.0448017495037
1,1,16,1,2715.0448017495037
2,0,10,-1,2715.1010620683423
1,1,8,-1,2727.1010620683423
1,2,5,-1,2727.717940164483
1,0,5,1,2727.717940164483
2,0,4,1,2730.914592359722
2,0,8,1,2736.1010620683423
2,0,9,1,2744.1010620683423
1,1,8,1,2750.914592359722
2,0,8,-1,2752.914592359722
2,0,10,1,2753.1010620683423
1,2,11,1,2761.1010620683423
1,0,0,-1,2761.441386554906
1,19,0,1,2761.441386554906
2,2,11,1,2763.1010620683423
1,10,12,-1,2763.9515101175007
1,0,12,1,2763.9515101175007
1,1,10,-1,2765.1405912473765
1,0,10,1,2765.1405912473765
1,1,4,-1,2772.914592359722
1,0,0,-1,2774.0351613385365
1,20,0,1,2774.0351613385365
2,0,4,-1,2774.914592359722
2,0,14,1,2780.1010620683423
2,0,11,1,2785.1010620683423
1,1,9,-1,2791.197007514033
1,0,9,1,2791.197007514033
2,0,16,1,2793.1010620683423
1,4,14,-1,2794.7632888549606
1,0,14,1,2794.7632888549606
2,0,12,1,2795.1010620683423
1,0,4,-1,2797.2584680090063
1,1,4,1,2797.2584680090063
2,0,17,1,2800.1010620683423
1,2,7,-1,2806.6072164577567
1,0,7,1,2806.6072164577567
1,4,15,-1,2814.194811143154
1,0,15,1,2814.194811143154
1,0,4,-1,2822.6539498337484
1,2,4,1,2822.6539498337484
1,5,13,-1,2833.820250162907
1,0,13,1,2833.820250162907
2,0,10,-1,2843.1010620683423
1,6,13,-1,2846.753109240176
1,0,13,1,2846.753109240176
1,0,1,-1,2849.392054044166
1,3,1,1,2849.392054044166
1,1,8,-1,2852.547541132812
1,1,8,1,2852.547541132812
1,0,0,-1,2854.594516939697
1,21,0,1,2854.594516939697
1,2,8,-1,2855.1010620683423
1,5,14,-1,2858.55819243939
1,0,14,1,2858.55819243939
1,0,1,-1,2862.446536736938
1,4,1,1,2862.446536736938
1,0,3,-1,2863.478778484034
1,1,3,1,2863.478778484034
1,9,18,-1,2865.6386618076735
1,0,18,1,2865.6386618076735
1,1,10,-1,2868.7287290598633
1,0,10,1,2868.7287290598633
2,0,8,-1,2875.1010620683423
2,0,3,1,2877.478778484034
2,0,10,1,2877.7287290598633
2,0,10,-1,2879.7287290598633
1,3,4,1,2884.478778484034
1,1,8,-1,2891.7287290598633
2,0,5,-1,2894.1010620683423
1,1,8,-1,2899.8375217133753
1,2,8,1,2899.8375217133753
1,3,4,-1,2901.1010620683423
2,0,4,-1,2907.1010620683423
1,8,16,-1,2923.396162534812
1,0,16,1,2923.396162534812
2,0,1,-1,2924.1010620683423
1,0,4,-1,2940.0895381788614
1,4,4,1,2940.0895381788614
1,0,4,-1,2944.977939560081
1,5,4,1,2944.977939560081
1,1,4,-1,2951.8164904055734
1,5,4,1,2951.8164904055734
2,0,4,-1,2969.8164904055734
1,11,12,-1,2977.6959141897514
1,0,12,1,2977.6959141897514
1,1,11,-1,2983.9231407967873
1,0,11,1,2983.9231407967873
2,0,11,1,2996.9231407967873
2,0,11,-1,2997.9231407967873
1,2,8,-1,3012.9231407967873
2,0,8,-1,3031.9231407967873
1,0,4,-1,3049.500173960664
1,6,4,1,3049.500173960664
1,1,6,-1,3057.781367555057
1,0,6,1,3057.781367555057
2,0,6,1,3066.781367555057
2,0,6,-1,3068.781367555057
1,0,0,-1,3074.71127594964
1,22,0,1,3074.71127594964
1,1,4,-1,3080.781367555057
1,6,14,-1,3083.720638377147
1,0,14,1,3083.720638377147
1,1,9,-1,3087.5665854706986
1,1,9,1,3087.5665854706986
1,0,3,-1,3090.627477336161
1,1,3,1,3090.627477336161
1,1,11,-1,3095.5508823455375
1,0,11,1,3095.5508823455375
2,0,3,1,3105.627477336161
1,2,11,-1,3115.924811520135
1,0,11,1,3115.924811520135
1,5,15,-1,3138.79723667828
1,0,15,1,3138.79723667828
1,10,18,-1,3141.783272860577
1,0,18,1,3141.783272860577
1,0,3,-1,3153.5758650390726
1,1,3,1,3153.5758650390726
2,0,3,-1,3158.5758650390726
2,0,3,1,3160.5758650390726
1,7,13,-1,3162.5986495007987
1,0,13,1,3162.5986495007987
1,7,4,1,3167.5758650390726
1,9,16,-1,3168.5440205919945
1,0,16,1,3168.5440205919945
1,1,4,-1,3173.639881612398
1,4,4,1,3173.639881612398
2,0,4,1,3180.5758650390726
1,2,7,-1,3186.473625267212
1,1,7,1,3186.473625267212
1,1,6,-1,3190.3814482080934
1,0,6,1,3190.3814482080934
2,0,7,1,3196.5758650390726
1,9,17,-1,3202.4654354866175
1,0,17,1,3202.4654354866175
1,9,8,1,3205.5758650390726
2,0,8,1,3221.5758650390726
1,2,9,-1,3227.4876515850156
1,1,9,1,3227.4876515850156
1,1,8,-1,3227.8610109915535
1,0,8,1,3227.8610109915535
2,0,10,1,3233.5758650390726
2,0,14,1,3258.5758650390726
1,8,13,-1,3264.29279776898
1,0,13,1,3264.29279776898
1,1,4,-1,3268.9859530208764
1,1,4,1,3268.9859530208764
2,0,17,1,3273.5758650390726
1,0,3,-1,3279.4812798208395
1,1,3,1,3279.4812798208395
1,3,7,-1,3294.359451218431
1,0,7,1,3294.359451218431
1,0,1,-1,3333.055686679266
1,5,1,1,3333.055686679266
1,1,4,-1,3339.207272372376
1,2,4,1,3339.207272372376
1,1,8,-1,3343.1201400388436
1,1,8,1,3343.1201400388436
1,11,18,-1,3353.4976115468235
1,0,18,1,3353.4976115468235
1,5,15,-1,3355.257494359143
1,1,15,1,3355.257494359143
1,3,11,-1,3362.1184861910983
1,0,11,1,3362.1184861910983
1,0,0,-1,3366.4201754135115
1,23,0,1,3366.4201754135115
1,2,9,-1,3379.7011793393885
1,2,9,1,3379.7011793393885
1,10,16,-1,3380.832311633284
1,0,16,1,3380.832311633284
1,7,14,-1,3391.2557319634757
1,0,14,1,3391.2557319634757
1,0,3,-1,3418.500164364479
1,2,3,1,3418.500164364479
1,1,5,-1,3440.1488164382527
1,0,5,1,3440.1488164382527
2,0,5,-1,3454.1488164382527
1,12,18,-1,3455.941786827738
1,0,18,1,3455.941786827738
1,2,6,-1,3460.781667083922
1,0,6,1,3460.781667083922
1,2,4,-1,3461.1488164382527
2,0,4,-1,3465.1488164382527
1,1,10,-1,3468.457870574537
1,0,10,1,3468.457870574537
2,0,3,-1,3472.1488164382527
1,8,14,-1,3477.161423010979
1,0,14,1,3477.161423010979
2,0,1,-1,3483.1488164382527
1,0,0,-1,3493.850687413855
1,24,0,1,3493.850687413855
1,1,8,-1,3493.9236539644066
1,2,8,1,3493.9236539644066
1,1,4,-1,3503.9097899086364
1,2,4,1,3503.9097899086364
1,12,12,-1,3506.4640294768674
1,0,12,1,3506.4640294768674
1,10,17,-1,3512.65335969646
1,0,17,1,3512.65335969646
1,10,17,-1,3516.7851338954024
1,1,17,1,3516.7851338954024
2,0,4,-1,3517.9097899086364
1,9,14,-1,3519.5623777257847
1,0,14,1,3519.5623777257847
1,0,0,-1,3521.822254535236
1,25,0,1,3521.822254535236
1,0,0,-1,3538.035864675875
1,26,0,1,3538.035864675875
1,9,13,-1,3562.603186262064
1,0,13,1,3562.603186262064
1,1,3,-1,3568.286602510594
1,2,3,1,3568.286602510594
2,0,3,1,3584.286602510594
1,4,4,1,3592.286602510594
>>>>>>> 30977edbcc5701aecdb1b560c05246c21ddd3ba5
